Ecell/V,I/mA,Capacity/mA.h
3.6007,2857.0386,17375.6615
3.6017,2856.6445,17495.0543
3.6024,2856.8416,17614.0688
3.5987,0,17614.0688
3.5977,0,17614.0688
3.5966,0,17614.0688
3.5956,0,17614.0688
3.5945,0,17614.0688
3.5935,0,17614.0688
3.5961,2856.8416,17614.0703
3.5971,2856.6445,17614.2624
3.5982,2856.6445,17622.7284
3.5992,2856.6445,17641.0129
3.6003,2857.4326,17669.6744
3.6013,2856.6445,17714.7273
3.6023,2857.2356,17771.6629
3.6033,2856.4475,17860.7298
3.6044,2857.2356,17982.5221
3.6049,2856.4475,18090.118
3.6012,0,18090.118
3.6001,0,18090.118
3.5991,0,18090.118
3.5981,0,18090.118
3.5971,0,18090.118
3.596,0,18090.118
3.5986,2856.054,18090.1196
3.5996,2856.6445,18090.3132
3.6007,2857.4326,18098.5111
3.6017,2857.0386,18115.8466
3.6027,2856.6445,18143.18
3.6038,2856.8416,18186.6312
3.6048,2856.8416,18250.5393
3.6058,2857.2356,18333.0884
3.6068,2856.8416,18454.7767
3.6073,2856.4475,18566.1769
3.6037,0,18566.1769
3.6027,0,18566.1769
3.6017,0,18566.1769
3.6007,0,18566.1769
3.5996,0,18566.1769
3.5986,0,18566.1769
3.6013,2856.251,18566.1785
3.6024,2856.251,18566.9133
3.6034,2856.251,18578.5378
3.6045,2857.0386,18598.4953
3.6055,2856.6445,18629.4631
3.6066,2857.0386,18679.4228
3.6076,2856.8416,18744.4948
3.6086,2855.8569,18838.5757
3.6096,2856.054,18966.5705
3.6099,2856.6445,19042.2252
3.6063,0,19042.2252
3.6053,0,19042.2252
3.6042,0,19042.2252
3.6032,0,19042.2252
3.6021,0,19042.2252
3.6011,0,19042.2252
3.6038,2856.8416,19042.2268
3.6048,2857.2356,19042.887
3.6058,2857.6296,19053.6591
3.6069,2857.2356,19071.1117
3.6079,2857.0386,19103.095
3.6089,2857.0386,19148.7408
3.6099,2856.4475,19212.1897
3.611,2856.6445,19303.3418
3.612,2856.4475,19427.617
3.6123,2857.0386,19518.2638
3.6089,0,19518.2638
3.6079,0,19518.2638
3.6069,0,19518.2638
3.6058,0,19518.2638
3.6048,0,19518.2638
3.6038,0,19518.2638
3.6062,2856.6445,19518.2654
3.6073,2857.4326,19518.7606
3.6083,2856.8416,19528.644
3.6094,2856.8416,19547.8442
3.6104,2856.251,19578.2026
3.6114,2857.8264,19624.506
3.6124,2856.251,19685.7542
3.6134,2856.6445,19778.3571
3.6145,2857.0386,19905.7899
3.6148,2856.251,19994.3197
3.6113,0,19994.3197
3.6103,0,19994.3197
3.6092,0,19994.3197
3.6082,0,19994.3197
3.6072,0,19994.3197
3.6062,0,19994.3197
3.6088,2855.0688,19994.3213
3.6098,2857.0386,19994.799
3.6108,2858.0234,20005.7079
3.6118,2857.0386,20024.2163
3.6129,2857.2356,20054.8956
3.6139,2856.6445,20100.5295
3.6149,2855.8569,20163.3417
3.6159,2856.6445,20248.5369
3.617,2856.6445,20384.8708
3.6172,2856.4475,20470.3717
3.6139,0,20470.3717
3.6129,0,20470.3717
3.6118,0,20470.3717
3.6108,0,20470.3717
3.6098,0,20470.3717
3.6088,0,20470.3717
3.6113,2856.6445,20470.3733
3.6123,2857.0386,20471.6097
3.6134,2855.8569,20482.7883
3.6144,2856.054,20502.2523
3.6154,2856.8416,20532.4365
3.6164,2858.0234,20578.0566
3.6175,2856.054,20643.7697
3.6185,2855.4629,20732.5008
3.6196,2857.4326,20872.1767
3.6197,2856.4475,20946.4241
3.6163,0,20946.4241
3.6153,0,20946.4241
3.6143,0,20946.4241
3.6133,0,20946.4241
3.6122,0,20946.4241
3.6112,0,20946.4241
3.6137,2856.251,20946.4257
3.6147,2856.4475,20947.1622
3.6158,2858.0234,20957.6219
3.6168,2856.4475,20976.3447
3.6178,2856.8416,21006.1606
3.6188,2857.6296,21051.0902
3.6199,2857.0386,21112.5905
3.6209,2857.4326,21205.5039
3.622,2856.6445,21344.174
3.6222,2855.6599,21422.4821
3.6188,0,21422.4821
3.6177,0,21422.4821
3.6167,0,21422.4821
3.6157,0,21422.4821
3.6147,0,21422.4821
3.6136,0,21422.4821
3.6162,2856.4475,21422.4837
3.6173,2856.4475,21423.3598
3.6183,2857.8264,21435.1098
3.6194,2856.8416,21453.9593
3.6204,2857.0386,21482.1083
3.6214,2857.0386,21531.7863
3.6224,2857.0386,21594.0772
3.6235,2856.6445,21679.1356
3.6245,2857.2356,21825.9017
3.6248,2857.2356,21898.5342
3.6213,0,21898.5342
3.6203,0,21898.5342
3.6192,0,21898.5342
3.6182,0,21898.5342
3.6172,0,21898.5342
3.6162,0,21898.5342
3.6188,2856.251,21898.5358
3.6198,2855.4629,21899.2929
3.6208,2856.251,21910.738
3.6218,2856.054,21929.7794
3.6229,2856.6445,21958.8995
3.6239,2856.8416,22003.0502
3.6249,2856.6445,22066.177
3.6259,2857.6296,22155.8562
3.627,2857.4326,22293.1414
3.6273,2857.2356,22374.5835
3.624,0,22374.5835
3.623,0,22374.5835
3.622,0,22374.5835
3.6209,0,22374.5835
3.6199,0,22374.5835
3.6188,0,22374.5835
3.6215,2855.0688,22374.5851
3.6225,2857.4326,22376.7277
3.6235,2857.2356,22390.0531
3.6246,2857.8264,22410.141
3.6256,2855.4629,22441.8245
3.6266,2856.8416,22490.5457
3.6276,2855.4629,22552.5887
3.6286,2857.6296,22652.5966
3.6297,2857.0386,22800.0551
3.6298,2857.0386,22850.6478
3.6266,0,22850.6478
3.6255,0,22850.6478
3.6245,0,22850.6478
3.6235,0,22850.6478
3.6225,0,22850.6478
3.6214,0,22850.6478
3.6241,2855.2659,22850.6494
3.6252,2856.054,22853.6664
3.6262,2857.0386,22867.4199
3.6272,2856.251,22887.3787
3.6283,2856.6445,22922.6431
3.6293,2856.6445,22968.6698
3.6303,2856.8416,23037.0224
3.6313,2857.0386,23140.6197
3.6323,2856.8416,23290.0096
3.6324,2858.6143,23326.7193
3.6292,0,23326.7193
3.6281,0,23326.7193
3.6271,0,23326.7193
3.6261,0,23326.7193
3.6251,0,23326.7193
3.624,0,23326.7193
3.6266,2855.4629,23326.7209
3.6276,2856.6445,23328.8508
3.6286,2857.2356,23340.6158
3.6297,2856.8416,23361.1666
3.6307,2854.675,23390.1447
3.6317,2856.054,23434.9638
3.6327,2856.8416,23499.1184
3.6338,2857.2356,23597.7971
3.6348,2856.054,23731.3779
3.6351,2856.251,23802.7953
3.6318,0,23802.7953
3.6307,0,23802.7953
3.6297,0,23802.7953
3.6286,0,23802.7953
3.6276,0,23802.7953
3.6266,0,23802.7953
3.6292,2855.2659,23802.7969
3.6303,2857.0386,23805.0473
3.6313,2856.6445,23816.706
3.6323,2856.8416,23836.5156
3.6334,2855.8569,23868.4169
3.6344,2856.8416,23913.6638
3.6354,2855.0688,23975.3115
3.6364,2857.0386,24075.0338
3.6375,2857.2356,24217.2039
3.6377,2856.8416,24278.8645
3.6345,0,24278.8645
3.6335,0,24278.8645
3.6324,0,24278.8645
3.6314,0,24278.8645
3.6304,0,24278.8645
3.6294,0,24278.8645
3.632,2856.4475,24278.866
3.6331,2856.4475,24281.9799
3.6341,2855.8569,24294.4654
3.6351,2856.251,24315.3224
3.6361,2856.6445,24346.0478
3.6372,2856.054,24391.6804
3.6382,2857.4326,24456.3531
3.6392,2856.8416,24554.7253
3.6402,2856.4475,24698.7346
3.6404,2856.054,24754.9271
3.6372,0,24754.9271
3.6361,0,24754.9271
3.6351,0,24754.9271
3.634,0,24754.9271
3.633,0,24754.9271
3.632,0,24754.9271
3.6348,2857.2356,24754.9287
3.6358,2856.6445,24758.2044
3.6368,2856.251,24771.5597
3.6378,2855.8569,24791.6995
3.6388,2856.054,24821.868
3.6399,2857.4326,24864.9075
3.6409,2856.4475,24926.84
3.6419,2856.6445,25025.9232
3.6429,2856.6445,25162.3281
3.6432,2857.4326,25231.0022
3.6401,0,25231.0022
3.639,0,25231.0022
3.638,0,25231.0022
3.637,0,25231.0022
3.636,0,25231.0022
3.6349,0,25231.0022
3.6373,2856.251,25231.0038
3.6383,2856.6445,25232.5448
3.6394,2856.6445,25243.6971
3.6404,2855.8569,25261.5833
3.6414,2858.0234,25289.0298
3.6424,2856.251,25328.492
3.6435,2857.6296,25384.9331
3.6445,2856.251,25465.3603
3.6455,2858.2202,25598.2387
3.646,2856.6445,25707.082
3.6429,0,25707.082
3.6419,0,25707.082
3.6409,0,25707.082
3.6398,0,25707.082
3.6388,0,25707.082
3.6378,0,25707.082
3.6404,2855.8569,25707.0836
3.6414,2857.0386,25710.1499
3.6425,2856.8416,25722.2897
3.6435,2855.6599,25742.225
3.6445,2857.0386,25769.75
3.6455,2857.2356,25811.5636
3.6466,2857.8264,25870.5152
3.6476,2858.0234,25968.5181
3.6487,2857.4326,26097.7035
3.6491,2856.6445,26183.1697
3.646,0,26183.1697
3.645,0,26183.1697
3.644,0,26183.1697
3.6429,0,26183.1697
3.6419,0,26183.1697
3.6409,0,26183.1697
3.6434,2856.6445,26183.1713
3.6444,2856.6445,26186.0407
3.6454,2856.4475,26198.055
3.6465,2856.6445,26216.9855
3.6475,2856.054,26245.8004
3.6485,2857.4326,26285.2395
3.6496,2857.4326,26342.717
3.6506,2856.054,26431.3726
3.6516,2857.0386,26568.087
3.6521,2855.8569,26659.246
3.649,0,26659.246
3.648,0,26659.246
3.647,0,26659.246
3.6459,0,26659.246
3.6449,0,26659.246
3.6438,0,26659.246
3.6466,2856.8416,26659.2476
3.6476,2857.6296,26663.0232
3.6486,2855.0688,26675.0787
3.6496,2856.6445,26694.6424
3.6507,2857.2356,26723.0654
3.6517,2856.4475,26759.4001
3.6527,2857.6296,26816.0168
3.6537,2856.6445,26904.3556
3.6548,2856.8416,27031.978
3.6553,2857.2356,27135.3239
3.6522,0,27135.3239
3.6512,0,27135.3239
3.6502,0,27135.3239
3.6492,0,27135.3239
3.6481,0,27135.3239
3.6471,0,27135.3239
3.6496,2856.054,27135.3254
3.6507,2858.0234,27137.6854
3.6517,2856.251,27149.5694
3.6527,2856.4475,27166.7841
3.6537,2855.4629,27192.7992
3.6548,2856.4475,27229.7776
3.6558,2856.8416,27279.6203
3.6568,2857.0386,27358.2956
3.6578,2856.054,27473.7546
3.6589,2855.4629,27604.2353
3.6588,2855.4629,27611.3921
3.6557,0,27611.3921
3.6546,0,27611.3921
3.6536,0,27611.3921
3.6526,0,27611.3921
3.6516,0,27611.3921
3.6505,0,27611.3921
3.6531,2856.4475,27611.3937
3.6541,2857.0386,27614.6583
3.6551,2856.6445,27627.0674
3.6562,2857.8264,27645.2962
3.6572,2857.0386,27670.973
3.6582,2855.0688,27706.7798
3.6592,2857.6296,27756.7734
3.6603,2856.251,27839.8127
3.6613,2855.8569,27953.5533
3.6623,2857.4326,28076.9312
3.6623,2857.2356,28087.4497
3.659,0,28087.4497
3.658,0,28087.4497
3.657,0,28087.4497
3.6559,0,28087.4497
3.6549,0,28087.4497
3.6539,0,28087.4497
3.6566,2855.4629,28087.4513
3.6576,2857.4326,28090.6587
3.6586,2856.4475,28101.7842
3.6596,2856.251,28119.7385
3.6607,2856.251,28144.8507
3.6617,2855.6599,28179.2771
3.6627,2856.6445,28226.2242
3.6637,2857.2356,28303.4397
3.6648,2856.6445,28414.0533
3.6658,2857.6296,28527.0916
3.6659,2857.2356,28563.5199
3.6627,0,28563.5199
3.6617,0,28563.5199
3.6607,0,28563.5199
3.6597,0,28563.5199
3.6587,0,28563.5199
3.6576,0,28563.5199
3.6602,2856.6445,28563.5215
3.6612,2856.251,28566.1957
3.6622,2857.0386,28577.3417
3.6633,2857.6296,28594.4915
3.6643,2855.4629,28618.3769
3.6653,2856.8416,28649.3676
3.6663,2856.251,28693.7725
3.6674,2856.8416,28767.2013
3.6684,2856.6445,28868.6109
3.6694,2856.054,28980.8589
3.6698,2856.4475,29039.5984
3.6667,0,29039.5984
3.6657,0,29039.5984
3.6646,0,29039.5984
3.6636,0,29039.5984
3.6626,0,29039.5984
3.6616,0,29039.5984
3.664,2855.6599,29039.6
3.6651,2856.4475,29042.5455
3.6661,2856.6445,29053.455
3.6672,2856.8416,29069.519
3.6682,2856.054,29093.3309
3.6692,2857.4326,29125.7067
3.6702,2857.6296,29168.1572
3.6713,2855.8569,29236.3626
3.6723,2858.2202,29334.5618
3.6733,2857.2356,29439.7054
3.6738,2857.0386,29515.6608
3.6707,0,29515.6608
3.6697,0,29515.6608
3.6687,0,29515.6608
3.6677,0,29515.6608
3.6666,0,29515.6608
3.6656,0,29515.6608
3.668,2855.8569,29515.6624
3.669,2855.8569,29517.9048
3.67,2857.0386,29528.2206
3.6711,2856.054,29542.6848
3.6721,2856.8416,29564.2349
3.6731,2855.0688,29593.1773
3.6741,2855.6599,29631.2977
3.6752,2856.251,29693.1983
3.6762,2857.0386,29786.5902
3.6772,2856.8416,29881.3353
3.6782,2857.0386,29983.8444
3.6782,2857.6296,29991.7202
3.675,0,29991.7202
3.674,0,29991.7202
3.673,0,29991.7202
3.672,0,29991.7202
3.6709,0,29991.7202
3.6699,0,29991.7202
3.6724,2856.4475,29991.7217
3.6734,2856.4475,29994.4007
3.6744,2856.251,30005.4531
3.6755,2856.054,30020.6254
3.6765,2856.251,30042.138
3.6776,2857.6296,30071.5559
3.6786,2856.8416,30111.8116
3.6796,2856.4475,30173.4471
3.6806,2856.054,30262.7457
3.6817,2857.8264,30354.4826
3.6827,2856.054,30452.0847
3.6827,2856.6445,30467.7936
3.6796,0,30467.7936
3.6785,0,30467.7936
3.6775,0,30467.7936
3.6765,0,30467.7936
3.6755,0,30467.7936
3.6744,0,30467.7936
3.6769,2856.4475,30467.7952
3.6779,2856.251,30470.6964
3.679,2857.6296,30481.2681
3.68,2857.0386,30496.2168
3.681,2856.4475,30516.7567
3.682,2857.6296,30543.0214
3.6831,2856.8416,30580.2051
3.6841,2857.8264,30638.191
3.6851,2856.4475,30716.7578
3.6861,2857.0386,30807.6411
3.6872,2857.0386,30898.7229
3.6875,2857.8264,30943.8699
3.6844,0,30943.8699
3.6834,0,30943.8699
3.6824,0,30943.8699
3.6813,0,30943.8699
3.6803,0,30943.8699
3.6793,0,30943.8699
3.6817,2856.6445,30943.8715
3.6827,2857.0386,30946.5965
3.6837,2857.2356,30956.7952
3.6848,2856.054,30970.8709
3.6858,2856.6445,30990.3744
3.6868,2857.0386,31014.9599
3.6878,2856.251,31049.5008
3.6889,2856.8416,31103.4515
3.6899,2857.4326,31181.0645
3.6909,2857.6296,31263.3203
3.692,2856.8416,31352.6774
3.6926,2856.6445,31419.9445
3.6895,0,31419.9445
3.6885,0,31419.9445
3.6874,0,31419.9445
3.6864,0,31419.9445
3.6854,0,31419.9445
3.6844,0,31419.9445
3.6868,2856.054,31419.9461
3.6878,2859.0083,31422.4743
3.6889,2856.4475,31432.4554
3.6899,2856.6445,31446.3058
3.6909,2856.4475,31464.8285
3.6919,2856.8416,31488.13
3.693,2856.6445,31521.2778
3.694,2856.251,31571.8643
3.695,2855.4629,31641.3983
3.6961,2857.0386,31719.1438
3.6971,2858.2202,31798.3255
3.6981,2856.8416,31880.3857
3.6981,2856.8416,31896.0233
3.6951,0,31896.0233
3.6941,0,31896.0233
3.6931,0,31896.0233
3.692,0,31896.0233
3.691,0,31896.0233
3.69,0,31896.0233
3.6923,2856.251,31896.0249
3.6933,2858.2202,31898.915
3.6944,2856.251,31908.1535
3.6954,2857.4326,31921.7135
3.6964,2856.4475,31938.9617
3.6974,2857.0386,31960.83
3.6985,2857.0386,31992.2462
3.6995,2856.6445,32039.5614
3.7005,2857.8264,32105.4244
3.7015,2858.0234,32178.4991
3.7026,2856.054,32250.1367
3.7036,2856.4475,32325.3898
3.7041,2857.6296,32372.0981
3.7011,0,32372.0981
3.7001,0,32372.0981
3.6991,0,32372.0981
3.698,0,32372.0981
3.697,0,32372.0981
3.696,0,32372.0981
3.6983,2856.054,32372.0997
3.6993,2856.6445,32374.6897
3.7003,2857.2356,32384.3231
3.7013,2856.054,32396.9527
3.7024,2856.251,32413.2768
3.7034,2857.0386,32435.4143
3.7044,2856.4475,32463.2874
3.7054,2856.8416,32507.363
3.7065,2858.2202,32568.5995
3.7075,2856.6445,32634.7041
3.7085,2857.6296,32703.8153
3.7095,2856.4475,32768.1291
3.7106,2857.6296,32835.6523
3.7106,2856.054,32848.1658
3.7074,0,32848.1658
3.7064,0,32848.1658
3.7054,0,32848.1658
3.7044,0,32848.1658
3.7033,0,32848.1658
3.7023,0,32848.1658
3.7048,2857.0386,32848.1674
3.7058,2856.8416,32850.7844
3.7068,2855.6599,32859.5464
3.7078,2856.251,32871.9603
3.7089,2856.054,32886.98
3.7099,2855.8569,32907.7528
3.7109,2856.251,32934.81
3.7119,2856.4475,32975.3225
3.713,2856.251,33031.5154
3.714,2856.4475,33093.3129
3.715,2857.6296,33154.8741
3.7161,2856.054,33213.8324
3.7171,2856.6445,33273.4401
3.7177,2857.6296,33324.2371
3.7146,0,33324.2371
3.7135,0,33324.2371
3.7125,0,33324.2371
3.7115,0,33324.2371
3.7105,0,33324.2371
3.7095,0,33324.2371
3.7119,2856.054,33324.2387
3.713,2855.8569,33326.8256
3.714,2856.4475,33335.1752
3.715,2856.8416,33346.9146
3.7161,2856.6445,33361.6106
3.7171,2856.4475,33379.9758
3.7182,2857.8264,33405.9256
3.7192,2856.054,33446.1417
3.7202,2856.8416,33496.845
3.7212,2857.4326,33549.399
3.7222,2857.2356,33602.555
3.7233,2855.6599,33656.4886
3.7243,2857.2356,33712.2309
3.7253,2856.4475,33766.6948
3.7257,2857.4326,33800.3057
3.7228,0,33800.3057
3.7218,0,33800.3057
3.7208,0,33800.3057
3.7197,0,33800.3057
3.7187,0,33800.3057
3.7177,0,33800.3057
3.72,2856.054,33800.3073
3.721,2857.8264,33802.2244
3.722,2856.251,33810.0771
3.723,2857.4326,33820.3834
3.7241,2858.2202,33834.4953
3.7251,2857.0386,33851.7782
3.7261,2857.6296,33875.7061
3.7272,2857.0386,33911.74
3.7282,2856.054,33953.703
3.7292,2857.0386,34001.8782
3.7302,2856.8416,34048.6288
3.7313,2857.6296,34096.9674
3.7323,2857.4326,34144.0362
3.7333,2857.8264,34193.3401
3.7343,2855.8569,34240.4946
3.7349,2857.6296,34276.375
3.7318,0,34276.375
3.7308,0,34276.375
3.7298,0,34276.375
3.7287,0,34276.375
3.7277,0,34276.375
3.7267,0,34276.375
3.7293,2856.4475,34276.3765
3.7304,2856.4475,34279.1857
3.7314,2857.0386,34287.2434
3.7324,2857.4326,34298.1514
3.7334,2856.8416,34311.8557
3.7345,2855.4629,34329.415
3.7355,2856.8416,34353.9226
3.7365,2857.0386,34387.105
3.7376,2857.2356,34426.4471
3.7386,2856.054,34467.935
3.7396,2857.4326,34509.7861
3.7406,2856.4475,34552.7365
3.7417,2856.8416,34595.0844
3.7427,2857.6296,34635.2088
3.7437,2857.6296,34680.7648
3.7447,2857.8264,34722.5089
3.7452,2856.8416,34752.4474
3.7422,0,34752.4474
3.7412,0,34752.4474
3.7401,0,34752.4474
3.7391,0,34752.4474
3.7381,0,34752.4474
3.7371,0,34752.4474
3.7398,2855.6599,34752.449
3.7409,2856.6445,34755.1549
3.7419,2857.4326,34762.9475
3.7429,2857.2356,34773.6872
3.7439,2857.4326,34786.955
3.745,2856.8416,34804.9823
3.746,2856.4475,34829.8134
3.747,2856.4475,34861.5769
3.748,2856.8416,34895.1894
3.7491,2857.0386,34932.3775
3.7501,2856.4475,34971.3412
3.7511,2855.8569,35013.6804
3.7521,2857.2356,35052.3152
3.7532,2857.4326,35093.2833
3.7542,2855.6599,35134.007
3.7552,2856.4475,35174.7309
3.7562,2855.2659,35218.061
3.7562,2858.6143,35228.5146
3.7534,0,35228.5146
3.7523,0,35228.5146
3.7512,0,35228.5146
3.7502,0,35228.5146
3.7491,0,35228.5146
3.7481,0,35228.5146
3.7512,2856.054,35228.5162
3.7522,2856.251,35230.8428
3.7532,2856.251,35239.1781
3.7542,2855.8569,35250.0083
3.7552,2856.6445,35265.2694
3.7563,2855.0688,35284.7886
3.7573,2857.0386,35312.4714
3.7584,2855.6599,35343.8032
3.7594,2857.6296,35382.5626
3.7604,2856.6445,35421.4046
3.7615,2857.6296,35462.5259
3.7625,2856.251,35504.3946
3.7636,2858.6143,35549.64
3.7646,2857.6296,35593.5965
3.7656,2857.0386,35639.2485
3.7666,2856.4475,35683.5976
3.7669,2857.0386,35704.5855
3.7639,0,35704.5855
3.7629,0,35704.5855
3.7619,0,35704.5855
3.7608,0,35704.5855
3.7598,0,35704.5855
3.7588,0,35704.5855
3.7617,2856.054,35704.5871
3.7628,2856.4475,35707.174
3.7638,2857.0386,35716.0917
3.7649,2856.4475,35729.3023
3.7659,2857.0386,35746.2472
3.7669,2855.6599,35768.5739
3.768,2857.6296,35800.231
3.769,2856.054,35836.9973
3.77,2856.6445,35879.2248
3.771,2856.6445,35922.5168
3.7721,2856.4475,35968.823
3.7731,2857.4326,36014.3878
3.7741,2855.8569,36066.0299
3.7751,2857.4326,36115.7644
3.7762,2857.2356,36166.8449
3.7763,2856.4475,36180.6633
3.7732,0,36180.6633
3.7722,0,36180.6633
3.7712,0,36180.6633
3.7701,0,36180.6633
3.7691,0,36180.6633
3.7681,0,36180.6633
3.7712,2856.251,36180.6649
3.7722,2857.0386,36184.0834
3.7732,2857.0386,36194.0676
3.7743,2856.251,36208.7652
3.7753,2857.0386,36230.6426
3.7764,2856.4475,36258.1875
3.7774,2858.4172,36292.6601
3.7784,2857.6296,36335.1793
3.7794,2856.6445,36380.4711
3.7804,2857.0386,36427.1476
3.7815,2858.2202,36477.7258
3.7825,2857.0386,36531.2343
3.7836,2857.8264,36584.8952
3.7846,2856.054,36640.0291
3.7847,2857.2356,36656.7314
3.7816,0,36656.7314
3.7806,0,36656.7314
3.7795,0,36656.7314
3.7785,0,36656.7314
3.7775,0,36656.7314
3.7796,2856.6445,36656.733
3.7806,2857.2356,36659.139
3.7816,2857.0386,36669.3422
3.7827,2857.0386,36684.6857
3.7837,2857.8264,36707.3614
3.7847,2856.054,36736.6866
3.7858,2855.8569,36775.1582
3.7868,2855.6599,36821.7254
3.7879,2856.251,36869.4094
3.7889,2857.4326,36919.9277
3.7899,2858.4172,36973.327
3.7909,2857.0386,37026.2885
3.7919,2857.0386,37080.5268
3.7927,2856.8416,37132.7985
3.7896,0,37132.7985
3.7886,0,37132.7985
3.7875,0,37132.7985
3.7865,0,37132.7985
3.7855,0,37132.7985
3.7877,2855.8569,37132.8001
3.7888,2856.8416,37136.1313
3.7898,2857.0386,37146.7963
3.7908,2856.054,37164.0807
3.7919,2856.4475,37187.9386
3.7929,2857.2356,37221.1745
3.7939,2856.251,37261.2984
3.7949,2856.4475,37307.2932
3.796,2856.4475,37356.9464
3.797,2857.0386,37409.4635
3.7981,2856.8416,37463.2114
3.7991,2857.6296,37521.205
3.8001,2857.8264,37577.3814
3.8005,2856.6445,37608.8654
3.7976,0,37608.8654
3.7966,0,37608.8654
3.7955,0,37608.8654
3.7945,0,37608.8654
3.7935,0,37608.8654
3.7956,2856.251,37608.867
3.7966,2857.2356,37612.4475
3.7976,2856.054,37623.132
3.7986,2857.8264,37640.6851
3.7997,2857.8264,37665.1041
3.8007,2857.6296,37700.4742
3.8018,2856.6445,37742.2975
3.8028,2857.2356,37788.7592
3.8038,2857.0386,37839.9158
3.8048,2856.6445,37891.6425
3.8058,2857.6296,37946.2323
3.8069,2858.0234,38001.4894
3.8079,2857.0386,38059.5741
3.8082,2857.0386,38084.9415
3.8053,0,38084.9415
3.8042,0,38084.9415
3.8032,0,38084.9415
3.8022,0,38084.9415
3.8012,0,38084.9415
3.8032,2857.8264,38084.9431
3.8042,2854.8718,38087.5395
3.8052,2857.2356,38097.9633
3.8062,2856.054,38115.0509
3.8073,2857.0386,38139.2073
3.8083,2857.2356,38172.0306
3.8093,2856.054,38213.9241
3.8103,2857.4326,38259.2586
3.8114,2857.4326,38308.2824
3.8124,2856.054,38361.3084
3.8134,2857.8264,38415.2022
3.8144,2857.0386,38470.6753
3.8155,2857.0386,38525.1944
3.8159,2857.6296,38561.0084
3.813,0,38561.0084
3.812,0,38561.0084
3.8109,0,38561.0084
3.8099,0,38561.0084
3.8089,0,38561.0084
3.8109,2856.054,38561.01
3.812,2857.4326,38563.7667
3.813,2856.251,38573.8509
3.814,2856.6445,38591.0702
3.8151,2857.6296,38616.6326
3.8161,2856.6445,38650.5015
3.8171,2855.8569,38692.6042
3.8181,2857.6296,38738.4825
3.8192,2856.8416,38787.5648
3.8202,2857.4326,38840.8393
3.8212,2857.4326,38893.2084
3.8222,2857.0386,38947.5632
3.8233,2858.4172,39002.4866
3.8236,2856.251,39037.0702
3.8207,0,39037.0702
3.8197,0,39037.0702
3.8187,0,39037.0702
3.8177,0,39037.0702
3.8166,0,39037.0702
3.8188,2855.6599,39037.0718
3.8199,2856.251,39040.8426
3.8209,2855.8569,39052.5248
3.8219,2857.4326,39070.6295
3.8229,2856.251,39096.0346
3.824,2856.251,39131.1145
3.825,2857.0386,39172.1299
3.826,2856.251,39218.3511
3.827,2857.2356,39266.4292
3.8281,2857.6296,39317.7596
3.8291,2855.6599,39372.0415
3.8301,2856.8416,39425.2799
3.8311,2858.2202,39479.704
3.8316,2857.0386,39513.1384
3.8286,0,39513.1384
3.8276,0,39513.1384
3.8266,0,39513.1384
3.8255,0,39513.1384
3.8245,0,39513.1384
3.8266,2856.054,39513.14
3.8276,2856.054,39516.1983
3.8286,2856.054,39527.0014
3.8297,2857.6296,39544.359
3.8307,2855.6599,39569.2646
3.8317,2856.251,39603.9623
3.8328,2856.8416,39644.7451
3.8338,2857.0386,39691.3223
3.8348,2856.4475,39739.3927
3.8359,2856.251,39786.6176
3.8369,2856.8416,39842.0592
3.8379,2857.8264,39893.4586
3.8389,2856.054,39949.5286
3.8396,2855.4629,39989.1995
3.8365,0,39989.1995
3.8355,0,39989.1995
3.8345,0,39989.1995
3.8335,0,39989.1995
3.8324,0,39989.1995
3.8346,2853.8872,39989.2011
3.8356,2857.4326,39992.7657
3.8366,2856.251,40004.5674
3.8377,2856.6445,40022.3934
3.8387,2858.0234,40048.1406
3.8398,2856.251,40082.2157
3.8408,2857.4326,40125.3646
3.8418,2856.6445,40166.7535
3.8428,2856.251,40214.6031
3.8438,2856.251,40266.5572
3.8449,2856.054,40317.8171
3.8459,2857.4326,40368.8371
3.847,2857.2356,40423.2254
3.8475,2857.0386,40465.2858
3.8446,0,40465.2858
3.8436,0,40465.2858
3.8425,0,40465.2858
3.8415,0,40465.2858
3.8405,0,40465.2858
3.8426,2856.6445,40465.2874
3.8437,2856.054,40468.8552
3.8447,2856.251,40480.9473
3.8457,2856.6445,40498.9907
3.8467,2857.2356,40524.9966
3.8477,2856.4475,40557.546
3.8488,2856.6445,40597.3709
3.8498,2856.054,40642.4965
3.8508,2856.054,40690.852
3.8518,2858.2202,40741.3044
3.8529,2857.6296,40790.1863
3.8539,2858.2202,40842.7173
3.8549,2858.2202,40895.1896
3.8557,2857.2356,40941.3684
3.8526,0,40941.3684
3.8516,0,40941.3684
3.8505,0,40941.3684
3.8495,0,40941.3684
3.8485,0,40941.3684
3.8506,2855.0688,40941.3699
3.8516,2856.6445,40944.2885
3.8526,2856.4475,40956.1582
3.8537,2856.054,40973.6221
3.8547,2856.6445,40998.104
3.8557,2856.4475,41031.3812
3.8567,2855.8569,41070.9089
3.8577,2858.2202,41113.417
3.8588,2856.4475,41160.2253
3.8598,2857.4326,41210.0198
3.8608,2857.4326,41259.7806
3.8618,2857.0386,41310.8032
3.8629,2856.4475,41363.7143
3.8639,2856.8416,41416.3302
3.8637,2857.8264,41417.4412
3.8608,0,41417.4412
3.8598,0,41417.4412
